county,year_short,candidate_votes,party,state,county_fips
PRINCE GEORGE,2016,9157,REPUBLICAN,VIRGINIA,51149
PRINCE GEORGE,2020,5101,DEMOCRAT,VIRGINIA,51149
PRINCE GEORGE'S,0002,216119,DEMOCRAT,MARYLAND,24033
PRINCE GEORGE'S,2004,260532,DEMOCRAT,MARYLAND,24033
PRINCE GEORGE'S,2008,332396,DEMOCRAT,MARYLAND,24033
PRINCE GEORGE'S,2012,347938,DEMOCRAT,MARYLAND,24033
PRINCE GEORGE'S,2016,344049,DEMOCRAT,MARYLAND,24033
PRINCE GEORGE'S,2020,168777,DEMOCRAT,MARYLAND,24033
PRINCE WILLIAM,2000,52788,REPUBLICAN,VIRGINIA,51153
PRINCE WILLIAM,2004,69776,REPUBLICAN,VIRGINIA,51153
PRINCE WILLIAM,2008,93435,DEMOCRAT,VIRGINIA,51153
PRINCE WILLIAM,2012,103331,DEMOCRAT,VIRGINIA,51153
PRINCE WILLIAM,2016,113144,DEMOCRAT,VIRGINIA,51153
PRINCE WILLIAM,2020,114350,DEMOCRAT,VIRGINIA,51153
PROVIDENCE,2000,142469,DEMOCRAT,RHODE ISLAND,44007
PROVIDENCE,2004,144811,DEMOCRAT,RHODE ISLAND,44007
PROVIDENCE,2008,167442,DEMOCRAT,RHODE ISLAND,44007
PROVIDENCE,2012,159520,DEMOCRAT,RHODE ISLAND,44007
PROVIDENCE,2016,142899,DEMOCRAT,RHODE ISLAND,44007
PROVIDENCE,2020,165012,DEMOCRAT,RHODE ISLAND,44007
PROWERS,0002,3026,REPUBLICAN,COLORADO,08099
PROWERS,2004,3392,REPUBLICAN,COLORADO,08099
PROWERS,2008,3043,REPUBLICAN,COLORADO,08099
PROWERS,2012,3230,REPUBLICAN,COLORADO,08099
PROWERS,2016,3531,REPUBLICAN,COLORADO,08099
PROWERS,2020,4008,REPUBLICAN,COLORADO,08099
PUEBLO,0002,28888,DEMOCRAT,COLORADO,08101
PUEBLO,2004,35369,DEMOCRAT,COLORADO,08101
PUEBLO,2008,41097,DEMOCRAT,COLORADO,08101
PUEBLO,2012,42551,DEMOCRAT,COLORADO,08101
PUEBLO,2016,36265,REPUBLICAN,COLORADO,08101
PUEBLO,2020,43772,DEMOCRAT,COLORADO,08101
PULASKI,0002,68320,DEMOCRAT,ARKANSAS,05119
PULASKI,2000,7089,REPUBLICAN,VIRGINIA,51155
PULASKI,2004,82755,DEMOCRAT,ARKANSAS,05119
PULASKI,2008,88854,DEMOCRAT,ARKANSAS,05119
PULASKI,2012,87248,DEMOCRAT,ARKANSAS,05119
PULASKI,2016,89574,DEMOCRAT,ARKANSAS,05119
PULASKI,2020,67553,DEMOCRAT,ARKANSAS,05119
PUSHMATAHA,2000,2331,REPUBLICAN,OKLAHOMA,40127
PUSHMATAHA,2004,2863,REPUBLICAN,OKLAHOMA,40127
PUSHMATAHA,2008,3208,REPUBLICAN,OKLAHOMA,40127
PUSHMATAHA,2012,3087,REPUBLICAN,OKLAHOMA,40127
PUSHMATAHA,2016,3581,REPUBLICAN,OKLAHOMA,40127
PUSHMATAHA,2020,3057,REPUBLICAN,OKLAHOMA,40127
PUTNAM,0002,21853,REPUBLICAN,NEW YORK,36079
PUTNAM,2000,12173,REPUBLICAN,WEST VIRGINIA,54079
PUTNAM,2004,24397,REPUBLICAN,NEW YORK,36079
PUTNAM,2008,25145,REPUBLICAN,NEW YORK,36079
PUTNAM,2012,20925,REPUBLICAN,NEW YORK,36079
PUTNAM,2016,27024,REPUBLICAN,NEW YORK,36079
PUTNAM,2020,29283,REPUBLICAN,NEW YORK,36079
QUAY,0002,2292,REPUBLICAN,NEW MEXICO,35037
QUAY,2004,2661,REPUBLICAN,NEW MEXICO,35037
QUAY,2008,2367,REPUBLICAN,NEW MEXICO,35037
QUAY,2012,2202,REPUBLICAN,NEW MEXICO,35037
QUAY,2016,2212,REPUBLICAN,NEW MEXICO,35037
QUAY,2020,2634,REPUBLICAN,NEW MEXICO,35037
QUEEN ANNE'S,0002,9970,REPUBLICAN,MARYLAND,24035
QUEEN ANNE'S,2004,14489,REPUBLICAN,MARYLAND,24035
QUEEN ANNE'S,2008,15087,REPUBLICAN,MARYLAND,24035
QUEEN ANNE'S,2012,15823,REPUBLICAN,MARYLAND,24035
QUEEN ANNE'S,2016,16993,REPUBLICAN,MARYLAND,24035
QUEEN ANNE'S,2020,11705,REPUBLICAN,MARYLAND,24035
QUEENS,0002,416967,DEMOCRAT,NEW YORK,36081
QUEENS,2004,422609,DEMOCRAT,NEW YORK,36081
QUEENS,2008,447906,DEMOCRAT,NEW YORK,36081
QUEENS,2012,461391,DEMOCRAT,NEW YORK,36081
QUEENS,2016,517220,DEMOCRAT,NEW YORK,36081
QUEENS,2020,569038,DEMOCRAT,NEW YORK,36081
QUITMAN,0002,2103,DEMOCRAT,MISSISSIPPI,28119
QUITMAN,2004,2032,DEMOCRAT,MISSISSIPPI,28119
QUITMAN,2008,2803,DEMOCRAT,MISSISSIPPI,28119
QUITMAN,2012,2837,DEMOCRAT,MISSISSIPPI,28119
QUITMAN,2016,2312,DEMOCRAT,MISSISSIPPI,28119
QUITMAN,2020,2150,DEMOCRAT,MISSISSIPPI,28119
RABUN,0002,3451,REPUBLICAN,GEORGIA,13241
RABUN,2004,4650,REPUBLICAN,GEORGIA,13241
RABUN,2008,5487,REPUBLICAN,GEORGIA,13241
RABUN,2012,5754,REPUBLICAN,GEORGIA,13241
RABUN,2016,6287,REPUBLICAN,GEORGIA,13241
RABUN,2020,4604,REPUBLICAN,GEORGIA,13241
RACINE,2000,44014,REPUBLICAN,WISCONSIN,55101
RACINE,2004,52456,REPUBLICAN,WISCONSIN,55101
RACINE,2008,53408,DEMOCRAT,WISCONSIN,55101
RACINE,2012,53008,DEMOCRAT,WISCONSIN,55101
RACINE,2016,46611,REPUBLICAN,WISCONSIN,55101
RACINE,2020,54479,REPUBLICAN,WISCONSIN,55101
RADFORD,2000,2190,REPUBLICAN,VIRGINIA,51750
RADFORD,2004,2564,REPUBLICAN,VIRGINIA,51750
RADFORD,2008,2930,DEMOCRAT,VIRGINIA,51750
RADFORD,2012,2732,DEMOCRAT,VIRGINIA,51750
RADFORD,2016,2925,DEMOCRAT,VIRGINIA,51750
RADFORD CITY,2020,2324,DEMOCRAT,VIRGINIA,51750
RAINS,2000,2049,REPUBLICAN,TEXAS,48379
RAINS,2004,2998,REPUBLICAN,TEXAS,48379
RAINS,2008,3146,REPUBLICAN,TEXAS,48379
RAINS,2012,3279,REPUBLICAN,TEXAS,48379
RAINS,2016,3968,REPUBLICAN,TEXAS,48379
RAINS,2020,5155,REPUBLICAN,TEXAS,48379
RALEIGH,2000,12587,REPUBLICAN,WEST VIRGINIA,54081
RALEIGH,2004,18519,REPUBLICAN,WEST VIRGINIA,54081
RALEIGH,2008,17548,REPUBLICAN,WEST VIRGINIA,54081
RALEIGH,2012,20614,REPUBLICAN,WEST VIRGINIA,54081
RALEIGH,2016,22048,REPUBLICAN,WEST VIRGINIA,54081
RALEIGH,2020,24673,REPUBLICAN,WEST VIRGINIA,54081
RALLS,0002,2446,REPUBLICAN,MISSOURI,29173
RALLS,2004,2986,REPUBLICAN,MISSOURI,29173
RALLS,2008,2987,REPUBLICAN,MISSOURI,29173
RALLS,2012,3231,REPUBLICAN,MISSOURI,29173
RALLS,2016,3969,REPUBLICAN,MISSOURI,29173
RALLS,2020,4396,REPUBLICAN,MISSOURI,29173
RAMSEY,0002,138470,DEMOCRAT,MINNESOTA,27123
RAMSEY,2004,171846,DEMOCRAT,MINNESOTA,27123
RAMSEY,2008,182974,DEMOCRAT,MINNESOTA,27123
RAMSEY,2012,184938,DEMOCRAT,MINNESOTA,27123
RAMSEY,2016,177738,DEMOCRAT,MINNESOTA,27123
RAMSEY,2020,211620,DEMOCRAT,MINNESOTA,27123
RANDALL,2000,33921,REPUBLICAN,TEXAS,48381
RANDALL,2004,40520,REPUBLICAN,TEXAS,48381
RANDALL,2008,41948,REPUBLICAN,TEXAS,48381
RANDALL,2012,41447,REPUBLICAN,TEXAS,48381
RANDALL,2016,43462,REPUBLICAN,TEXAS,48381
RANDALL,2020,50796,REPUBLICAN,TEXAS,48381
RANDOLPH,0002,30959,REPUBLICAN,NORTH CAROLINA,37151
RANDOLPH,2000,5248,REPUBLICAN,WEST VIRGINIA,54083
RANDOLPH,2004,37771,REPUBLICAN,NORTH CAROLINA,37151
RANDOLPH,2008,40998,REPUBLICAN,NORTH CAROLINA,37151
RANDOLPH,2012,45160,REPUBLICAN,NORTH CAROLINA,37151
RANDOLPH,2016,49430,REPUBLICAN,NORTH CAROLINA,37151
RANDOLPH,2020,40735,REPUBLICAN,NORTH CAROLINA,37151
RANKIN,0002,32983,REPUBLICAN,MISSISSIPPI,28121
RANKIN,2004,41971,REPUBLICAN,MISSISSIPPI,28121
RANKIN,2008,48140,REPUBLICAN,MISSISSIPPI,28121
RANKIN,2012,48444,REPUBLICAN,MISSISSIPPI,28121
RANKIN,2016,47178,REPUBLICAN,MISSISSIPPI,28121
RANKIN,2020,50895,REPUBLICAN,MISSISSIPPI,28121
RANSOM,0002,1488,REPUBLICAN,NORTH DAKOTA,38073
RANSOM,2004,1352,REPUBLICAN,NORTH DAKOTA,38073
RANSOM,2008,1371,DEMOCRAT,NORTH DAKOTA,38073
RANSOM,2012,1343,DEMOCRAT,NORTH DAKOTA,38073
RANSOM,2016,1210,REPUBLICAN,NORTH DAKOTA,38073
RANSOM,2020,1418,REPUBLICAN,NORTH DAKOTA,38073
RAPIDES,0002,28831,REPUBLICAN,LOUISIANA,22079
RAPIDES,2004,34492,REPUBLICAN,LOUISIANA,22079
RAPIDES,2008,36611,REPUBLICAN,LOUISIANA,22079
RAPIDES,2012,37193,REPUBLICAN,LOUISIANA,22079
RAPIDES,2016,36816,REPUBLICAN,LOUISIANA,22079
RAPIDES,2020,38347,REPUBLICAN,LOUISIANA,22079
RAPPAHANNOCK,2000,1850,REPUBLICAN,VIRGINIA,51157
RAPPAHANNOCK,2004,2172,REPUBLICAN,VIRGINIA,51157
RAPPAHANNOCK,2008,2227,REPUBLICAN,VIRGINIA,51157
RAPPAHANNOCK,2012,2311,REPUBLICAN,VIRGINIA,51157
RAPPAHANNOCK,2016,2539,REPUBLICAN,VIRGINIA,51157
RAPPAHANNOCK,2020,2155,REPUBLICAN,VIRGINIA,51157
RAVALLI,0002,11241,REPUBLICAN,MONTANA,30081
RAVALLI,2004,13279,REPUBLICAN,MONTANA,30081
RAVALLI,2008,13002,REPUBLICAN,MONTANA,30081
RAVALLI,2012,14307,REPUBLICAN,MONTANA,30081
RAVALLI,2016,14810,REPUBLICAN,MONTANA,30081
RAVALLI,2020,19114,REPUBLICAN,MONTANA,30081
RAWLINS,0002,1349,REPUBLICAN,KANSAS,20153
RAWLINS,2004,1414,REPUBLICAN,KANSAS,20153
RAWLINS,2008,1247,REPUBLICAN,KANSAS,20153
RAWLINS,2012,1223,REPUBLICAN,KANSAS,20153
RAWLINS,2016,1220,REPUBLICAN,KANSAS,20153
RAWLINS,2020,1261,REPUBLICAN,KANSAS,20153
RAY,0002,4970,DEMOCRAT,MISSOURI,29177
RAY,2004,5673,REPUBLICAN,MISSOURI,29177
RAY,2008,5593,REPUBLICAN,MISSOURI,29177
RAY,2012,5815,REPUBLICAN,MISSOURI,29177
RAY,2016,7104,REPUBLICAN,MISSOURI,29177
RAY,2020,8345,REPUBLICAN,MISSOURI,29177
REAGAN,2000,959,REPUBLICAN,TEXAS,48383
REAGAN,2004,956,REPUBLICAN,TEXAS,48383
REAGAN,2008,795,REPUBLICAN,TEXAS,48383
REAGAN,2012,676,REPUBLICAN,TEXAS,48383
REAGAN,2016,709,REPUBLICAN,TEXAS,48383
REAGAN,2020,942,REPUBLICAN,TEXAS,48383
REAL,2000,1146,REPUBLICAN,TEXAS,48385
REAL,2004,1314,REPUBLICAN,TEXAS,48385
REAL,2008,1238,REPUBLICAN,TEXAS,48385
REAL,2012,1236,REPUBLICAN,TEXAS,48385
REAL,2016,1382,REPUBLICAN,TEXAS,48385
REAL,2020,1643,REPUBLICAN,TEXAS,48385
RED LAKE,0002,1090,REPUBLICAN,MINNESOTA,27125
RED LAKE,2004,1164,REPUBLICAN,MINNESOTA,27125
RED LAKE,2008,1120,DEMOCRAT,MINNESOTA,27125
RED LAKE,2012,978,REPUBLICAN,MINNESOTA,27125
RED LAKE,2016,1141,REPUBLICAN,MINNESOTA,27125
RED LAKE,2020,1454,REPUBLICAN,MINNESOTA,27125
RED RIVER,0002,2200,REPUBLICAN,LOUISIANA,22081
RED RIVER,2000,2941,REPUBLICAN,TEXAS,48387
RED RIVER,2004,3379,REPUBLICAN,TEXAS,48387
RED RIVER,2008,3461,REPUBLICAN,TEXAS,48387
RED RIVER,2012,3549,REPUBLICAN,TEXAS,48387
RED RIVER,2016,3926,REPUBLICAN,TEXAS,48387
RED RIVER,2020,4517,REPUBLICAN,TEXAS,48387
RED WILLOW,0002,3680,REPUBLICAN,NEBRASKA,31145
RED WILLOW,2004,4129,REPUBLICAN,NEBRASKA,31145
RED WILLOW,2008,3735,REPUBLICAN,NEBRASKA,31145
RED WILLOW,2012,3891,REPUBLICAN,NEBRASKA,31145
RED WILLOW,2016,4258,REPUBLICAN,NEBRASKA,31145
RED WILLOW,2020,4525,REPUBLICAN,NEBRASKA,31145
REDWOOD,0002,4589,REPUBLICAN,MINNESOTA,27127
REDWOOD,2004,4898,REPUBLICAN,MINNESOTA,27127
REDWOOD,2008,4308,REPUBLICAN,MINNESOTA,27127
REDWOOD,2012,4570,REPUBLICAN,MINNESOTA,27127
REDWOOD,2016,5137,REPUBLICAN,MINNESOTA,27127
REDWOOD,2020,5771,REPUBLICAN,MINNESOTA,27127
REEVES,2000,1872,DEMOCRAT,TEXAS,48389
REEVES,2004,1777,REPUBLICAN,TEXAS,48389
REEVES,2008,1606,DEMOCRAT,TEXAS,48389
REEVES,2012,1655,DEMOCRAT,TEXAS,48389
REEVES,2016,1659,DEMOCRAT,TEXAS,48389
REEVES,2020,2254,REPUBLICAN,TEXAS,48389
REFUGIO,2000,1721,REPUBLICAN,TEXAS,48391
REFUGIO,2004,2212,REPUBLICAN,TEXAS,48391
REFUGIO,2008,1855,REPUBLICAN,TEXAS,48391
REFUGIO,2012,1663,REPUBLICAN,TEXAS,48391
REFUGIO,2016,1830,REPUBLICAN,TEXAS,48391
REFUGIO,2020,2210,REPUBLICAN,TEXAS,48391
RENO,0002,15179,REPUBLICAN,KANSAS,20155
RENO,2004,17748,REPUBLICAN,KANSAS,20155
RENO,2008,16112,REPUBLICAN,KANSAS,20155
RENO,2012,15718,REPUBLICAN,KANSAS,20155
RENO,2016,15513,REPUBLICAN,KANSAS,20155
RENO,2020,18443,REPUBLICAN,KANSAS,20155
RENSSELAER,0002,34808,DEMOCRAT,NEW YORK,36083
RENSSELAER,2004,34741,DEMOCRAT,NEW YORK,36083
RENSSELAER,2008,39753,DEMOCRAT,NEW YORK,36083
RENSSELAER,2012,35373,DEMOCRAT,NEW YORK,36083
RENSSELAER,2016,33726,REPUBLICAN,NEW YORK,36083
RENSSELAER,2020,40969,DEMOCRAT,NEW YORK,36083
RENVILLE,0002,4036,REPUBLICAN,MINNESOTA,27129
RENVILLE,2004,4430,REPUBLICAN,MINNESOTA,27129
RENVILLE,2008,3956,REPUBLICAN,MINNESOTA,27129
RENVILLE,2012,4149,REPUBLICAN,MINNESOTA,27129
RENVILLE,2016,4890,REPUBLICAN,MINNESOTA,27129
RENVILLE,2020,5467,REPUBLICAN,MINNESOTA,27129
REPUBLIC,0002,2239,REPUBLICAN,KANSAS,20157
REPUBLIC,2004,2238,REPUBLICAN,KANSAS,20157
REPUBLIC,2008,1978,REPUBLICAN,KANSAS,20157
REPUBLIC,2012,2134,REPUBLICAN,KANSAS,20157
REPUBLIC,2016,2024,REPUBLICAN,KANSAS,20157
REPUBLIC,2020,2182,REPUBLICAN,KANSAS,20157
REYNOLDS,0002,1762,REPUBLICAN,MISSOURI,29179
REYNOLDS,2004,1896,REPUBLICAN,MISSOURI,29179
REYNOLDS,2008,1782,REPUBLICAN,MISSOURI,29179
REYNOLDS,2012,1931,REPUBLICAN,MISSOURI,29179
REYNOLDS,2016,2406,REPUBLICAN,MISSOURI,29179
REYNOLDS,2020,2733,REPUBLICAN,MISSOURI,29179
RHEA,2000,5900,REPUBLICAN,TENNESSEE,47143
RHEA,2004,7288,REPUBLICAN,TENNESSEE,47143
RHEA,2008,8042,REPUBLICAN,TENNESSEE,47143
RHEA,2012,7802,REPUBLICAN,TENNESSEE,47143
RHEA,2016,8660,REPUBLICAN,TENNESSEE,47143
RHEA,2020,11050,REPUBLICAN,TENNESSEE,47143
RICE,0002,13140,DEMOCRAT,MINNESOTA,27131
RICE,2004,16425,DEMOCRAT,MINNESOTA,27131
RICE,2008,17381,DEMOCRAT,MINNESOTA,27131
RICE,2012,17054,DEMOCRAT,MINNESOTA,27131
RICE,2016,15429,REPUBLICAN,MINNESOTA,27131
RICE,2020,17464,REPUBLICAN,MINNESOTA,27131
RICH,2000,736,REPUBLICAN,UTAH,49033
RICH,2004,922,REPUBLICAN,UTAH,49033
RICH,2008,831,REPUBLICAN,UTAH,49033
RICH,2012,915,REPUBLICAN,UTAH,49033
RICH,2016,797,REPUBLICAN,UTAH,49033
RICH,2020,1157,REPUBLICAN,UTAH,49033
RICHARDSON,0002,2623,REPUBLICAN,NEBRASKA,31147
RICHARDSON,2004,2924,REPUBLICAN,NEBRASKA,31147
RICHARDSON,2008,2342,REPUBLICAN,NEBRASKA,31147
RICHARDSON,2012,2443,REPUBLICAN,NEBRASKA,31147
RICHARDSON,2016,2769,REPUBLICAN,NEBRASKA,31147
RICHARDSON,2020,3073,REPUBLICAN,NEBRASKA,31147
RICHLAND,0002,30138,REPUBLICAN,OHIO,39139
RICHLAND,2000,63179,DEMOCRAT,SOUTH CAROLINA,45079
RICHLAND,2004,76283,DEMOCRAT,SOUTH CAROLINA,45079
RICHLAND,2008,105656,DEMOCRAT,SOUTH CAROLINA,45079
RICHLAND,2012,103989,DEMOCRAT,SOUTH CAROLINA,45079
RICHLAND,2016,108000,DEMOCRAT,SOUTH CAROLINA,45079
RICHLAND,2020,66972,DEMOCRAT,SOUTH CAROLINA,45079
RICHMOND,0002,73828,DEMOCRAT,NEW YORK,36085
RICHMOND,2000,42717,DEMOCRAT,VIRGINIA,51760
RICHMOND,2004,85302,REPUBLICAN,NEW YORK,36085
RICHMOND,2008,86062,REPUBLICAN,NEW YORK,36085
RICHMOND,2012,75921,DEMOCRAT,VIRGINIA,51760
RICHMOND,2016,101437,REPUBLICAN,NEW YORK,36085
RICHMOND,2020,123320,REPUBLICAN,NEW YORK,36085
RICHMOND CITY,2020,63694,DEMOCRAT,VIRGINIA,51760
RILEY,0002,10672,REPUBLICAN,KANSAS,20161
RILEY,2004,12672,REPUBLICAN,KANSAS,20161
RILEY,2008,12111,REPUBLICAN,KANSAS,20161
RILEY,2012,11507,REPUBLICAN,KANSAS,20161
RILEY,2016,10107,REPUBLICAN,KANSAS,20161
RILEY,2020,12765,DEMOCRAT,KANSAS,20161
RINGGOLD,0002,1369,REPUBLICAN,IOWA,19159
RINGGOLD,2004,1466,REPUBLICAN,IOWA,19159
RINGGOLD,2008,1401,REPUBLICAN,IOWA,19159
RINGGOLD,2012,1368,REPUBLICAN,IOWA,19159
RINGGOLD,2016,1824,REPUBLICAN,IOWA,19159
RINGGOLD,2020,1030,REPUBLICAN,IOWA,19159
RIO ARRIBA,0002,8169,DEMOCRAT,NEW MEXICO,35039
RIO ARRIBA,2004,9753,DEMOCRAT,NEW MEXICO,35039
RIO ARRIBA,2008,12703,DEMOCRAT,NEW MEXICO,35039
RIO ARRIBA,2012,11465,DEMOCRAT,NEW MEXICO,35039
RIO ARRIBA,2016,9592,DEMOCRAT,NEW MEXICO,35039
RIO ARRIBA,2020,10990,DEMOCRAT,NEW MEXICO,35039
RIO BLANCO,0002,2185,REPUBLICAN,COLORADO,08103
RIO BLANCO,2004,2403,REPUBLICAN,COLORADO,08103
RIO BLANCO,2008,2437,REPUBLICAN,COLORADO,08103
RIO BLANCO,2012,2724,REPUBLICAN,COLORADO,08103
RIO BLANCO,2016,2791,REPUBLICAN,COLORADO,08103
RIO BLANCO,2020,3061,REPUBLICAN,COLORADO,08103
RIO GRANDE,0002,3111,REPUBLICAN,COLORADO,08105
RIO GRANDE,2004,3448,REPUBLICAN,COLORADO,08105
RIO GRANDE,2008,2930,REPUBLICAN,COLORADO,08105
RIO GRANDE,2012,2918,REPUBLICAN,COLORADO,08105
RIO GRANDE,2016,3085,REPUBLICAN,COLORADO,08105
RIO GRANDE,2020,3660,REPUBLICAN,COLORADO,08105
RIPLEY,0002,6988,REPUBLICAN,INDIANA,18137
RIPLEY,2004,8224,REPUBLICAN,INDIANA,18137
RIPLEY,2008,7794,REPUBLICAN,INDIANA,18137
RIPLEY,2012,7484,REPUBLICAN,INDIANA,18137
RIPLEY,2016,9806,REPUBLICAN,INDIANA,18137
RIPLEY,2020,11261,REPUBLICAN,INDIANA,18137
RITCHIE,2000,2717,REPUBLICAN,WEST VIRGINIA,54085
RITCHIE,2004,3086,REPUBLICAN,WEST VIRGINIA,54085
RITCHIE,2008,2781,REPUBLICAN,WEST VIRGINIA,54085
RITCHIE,2012,2921,REPUBLICAN,WEST VIRGINIA,54085
RITCHIE,2016,3405,REPUBLICAN,WEST VIRGINIA,54085
RITCHIE,2020,3649,REPUBLICAN,WEST VIRGINIA,54085
RIVERSIDE,0002,231955,REPUBLICAN,CALIFORNIA,06065
RIVERSIDE,2004,322473,REPUBLICAN,CALIFORNIA,06065
RIVERSIDE,2008,325017,DEMOCRAT,CALIFORNIA,06065
RIVERSIDE,2012,329063,DEMOCRAT,CALIFORNIA,06065
RIVERSIDE,2016,373695,DEMOCRAT,CALIFORNIA,06065
RIVERSIDE,2020,528340,DEMOCRAT,CALIFORNIA,06065
ROANE,2000,11345,REPUBLICAN,TENNESSEE,47145
ROANE,2004,14423,REPUBLICAN,TENNESSEE,47145
ROANE,2008,15658,REPUBLICAN,TENNESSEE,47145
ROANE,2012,14724,REPUBLICAN,TENNESSEE,47145
ROANE,2016,15880,REPUBLICAN,TENNESSEE,47145
ROANE,2020,19230,REPUBLICAN,TENNESSEE,47145
ROANOKE,2000,25740,REPUBLICAN,VIRGINIA,51161
ROANOKE,2004,30596,REPUBLICAN,VIRGINIA,51161
ROANOKE,2008,30571,REPUBLICAN,VIRGINIA,51161
ROANOKE,2012,31624,REPUBLICAN,VIRGINIA,51161
ROANOKE,2016,31408,REPUBLICAN,VIRGINIA,51161
ROANOKE,2020,19279,REPUBLICAN,VIRGINIA,51161
ROANOKE CITY,2020,19780,DEMOCRAT,VIRGINIA,51770
ROBERTS,2000,2237,REPUBLICAN,SOUTH DAKOTA,46109
ROBERTS,2004,2527,DEMOCRAT,SOUTH DAKOTA,46109
ROBERTS,2008,2672,DEMOCRAT,SOUTH DAKOTA,46109
ROBERTS,2012,2302,DEMOCRAT,SOUTH DAKOTA,46109
ROBERTS,2016,2144,REPUBLICAN,SOUTH DAKOTA,46109
ROBERTS,2020,2404,REPUBLICAN,SOUTH DAKOTA,46109
ROBERTSON,0002,630,REPUBLICAN,KENTUCKY,21201
ROBERTSON,2000,10249,DEMOCRAT,TENNESSEE,47147
ROBERTSON,2004,15329,REPUBLICAN,TENNESSEE,47147
ROBERTSON,2008,17903,REPUBLICAN,TENNESSEE,47147
ROBERTSON,2012,17643,REPUBLICAN,TENNESSEE,47147
ROBERTSON,2016,19410,REPUBLICAN,TENNESSEE,47147
ROBERTSON,2020,24536,REPUBLICAN,TENNESSEE,47147
ROBESON,0002,17834,DEMOCRAT,NORTH CAROLINA,37155
ROBESON,2004,17868,DEMOCRAT,NORTH CAROLINA,37155
ROBESON,2008,23058,DEMOCRAT,NORTH CAROLINA,37155
ROBESON,2012,24988,DEMOCRAT,NORTH CAROLINA,37155
ROBESON,2016,20762,REPUBLICAN,NORTH CAROLINA,37155
ROBESON,2020,16242,REPUBLICAN,NORTH CAROLINA,37155
ROCK,0002,2772,REPUBLICAN,MINNESOTA,27133
ROCK,2000,40472,DEMOCRAT,WISCONSIN,55105
ROCK,2004,46598,DEMOCRAT,WISCONSIN,55105
ROCK,2008,50529,DEMOCRAT,WISCONSIN,55105
ROCK,2012,49219,DEMOCRAT,WISCONSIN,55105
ROCK,2016,39343,DEMOCRAT,WISCONSIN,55105
ROCK,2020,46658,DEMOCRAT,WISCONSIN,55105
ROCK ISLAND,0002,37957,DEMOCRAT,ILLINOIS,17161
ROCK ISLAND,2004,39880,DEMOCRAT,ILLINOIS,17161
ROCK ISLAND,2008,42210,DEMOCRAT,ILLINOIS,17161
ROCK ISLAND,2012,39157,DEMOCRAT,ILLINOIS,17161
ROCK ISLAND,2016,32298,DEMOCRAT,ILLINOIS,17161
ROCK ISLAND,2020,36691,DEMOCRAT,ILLINOIS,17161
ROCKBRIDGE,2000,4522,REPUBLICAN,VIRGINIA,51163
ROCKBRIDGE,2004,5412,REPUBLICAN,VIRGINIA,51163
ROCKBRIDGE,2008,5732,REPUBLICAN,VIRGINIA,51163
ROCKBRIDGE,2012,5898,REPUBLICAN,VIRGINIA,51163
ROCKBRIDGE,2016,6680,REPUBLICAN,VIRGINIA,51163
ROCKBRIDGE,2020,5881,REPUBLICAN,VIRGINIA,51163
ROCKCASTLE,0002,3992,REPUBLICAN,KENTUCKY,21203
ROCKCASTLE,2004,4804,REPUBLICAN,KENTUCKY,21203
ROCKCASTLE,2008,4757,REPUBLICAN,KENTUCKY,21203
ROCKCASTLE,2012,5028,REPUBLICAN,KENTUCKY,21203
ROCKCASTLE,2016,5609,REPUBLICAN,KENTUCKY,21203
ROCKCASTLE,2020,6577,REPUBLICAN,KENTUCKY,21203
ROCKDALE,0002,15440,REPUBLICAN,GEORGIA,13247
ROCKDALE,2004,18856,REPUBLICAN,GEORGIA,13247
ROCKDALE,2008,20526,DEMOCRAT,GEORGIA,13247
ROCKDALE,2012,22023,DEMOCRAT,GEORGIA,13247
ROCKDALE,2016,23255,DEMOCRAT,GEORGIA,13247
ROCKDALE,2020,18248,DEMOCRAT,GEORGIA,13247
ROCKINGHAM,0002,65860,REPUBLICAN,NEW HAMPSHIRE,33015
ROCKINGHAM,2000,17482,REPUBLICAN,VIRGINIA,51165
ROCKINGHAM,2004,82069,REPUBLICAN,NEW HAMPSHIRE,33015
ROCKINGHAM,2008,83723,DEMOCRAT,NEW HAMPSHIRE,33015
ROCKINGHAM,2012,87921,REPUBLICAN,NEW HAMPSHIRE,33015
ROCKINGHAM,2016,90447,REPUBLICAN,NEW HAMPSHIRE,33015
ROCKINGHAM,2020,100064,DEMOCRAT,NEW HAMPSHIRE,33015
ROCKLAND,0002,69530,DEMOCRAT,NEW YORK,36087
ROCKLAND,2004,62391,DEMOCRAT,NEW YORK,36087
ROCKLAND,2008,69543,DEMOCRAT,NEW YORK,36087
ROCKLAND,2012,63908,DEMOCRAT,NEW YORK,36087
ROCKLAND,2016,69342,DEMOCRAT,NEW YORK,36087
ROCKLAND,2020,75802,DEMOCRAT,NEW YORK,36087
ROCKWALL,2000,13666,REPUBLICAN,TEXAS,48397
ROCKWALL,2004,20120,REPUBLICAN,TEXAS,48397
ROCKWALL,2008,23300,REPUBLICAN,TEXAS,48397
ROCKWALL,2012,27113,REPUBLICAN,TEXAS,48397
ROCKWALL,2016,28451,REPUBLICAN,TEXAS,48397
ROCKWALL,2020,36726,REPUBLICAN,TEXAS,48397
ROGER MILLS,2000,1234,REPUBLICAN,OKLAHOMA,40129
ROGER MILLS,2004,1388,REPUBLICAN,OKLAHOMA,40129
