county,year_short,candidate_votes,party,state,county_fips
MANASSAS,2008,7518,DEMOCRAT,VIRGINIA,51683
MANASSAS,2012,8478,DEMOCRAT,VIRGINIA,51683
MANASSAS,2016,8423,DEMOCRAT,VIRGINIA,51683
MANASSAS CITY,2020,8007,DEMOCRAT,VIRGINIA,51683
MANASSAS PARK,2000,1460,REPUBLICAN,VIRGINIA,51685
MANASSAS PARK,2004,1807,REPUBLICAN,VIRGINIA,51685
MANASSAS PARK,2008,2463,DEMOCRAT,VIRGINIA,51685
MANASSAS PARK,2012,2879,DEMOCRAT,VIRGINIA,51685
MANASSAS PARK,2016,3204,DEMOCRAT,VIRGINIA,51685
MANASSAS PARK CITY,2020,3137,DEMOCRAT,VIRGINIA,51685
MANATEE,0002,57952,REPUBLICAN,FLORIDA,12081
MANATEE,2004,81318,REPUBLICAN,FLORIDA,12081
MANATEE,2008,80721,REPUBLICAN,FLORIDA,12081
MANATEE,2012,85627,REPUBLICAN,FLORIDA,12081
MANATEE,2016,101944,REPUBLICAN,FLORIDA,12081
MANATEE,2020,124987,REPUBLICAN,FLORIDA,12081
MANISTEE,0002,5639,DEMOCRAT,MICHIGAN,26101
MANISTEE,2004,6295,REPUBLICAN,MICHIGAN,26101
MANISTEE,2008,7235,DEMOCRAT,MICHIGAN,26101
MANISTEE,2012,6473,DEMOCRAT,MICHIGAN,26101
MANISTEE,2016,6915,REPUBLICAN,MICHIGAN,26101
MANISTEE,2020,8321,REPUBLICAN,MICHIGAN,26101
MANITOWOC,2000,19358,REPUBLICAN,WISCONSIN,55071
MANITOWOC,2004,23027,REPUBLICAN,WISCONSIN,55071
MANITOWOC,2008,22428,DEMOCRAT,WISCONSIN,55071
MANITOWOC,2012,21604,REPUBLICAN,WISCONSIN,55071
MANITOWOC,2016,23193,REPUBLICAN,WISCONSIN,55071
MANITOWOC,2020,27218,REPUBLICAN,WISCONSIN,55071
MARATHON,2000,28883,REPUBLICAN,WISCONSIN,55073
MARATHON,2004,36394,REPUBLICAN,WISCONSIN,55073
MARATHON,2008,36367,DEMOCRAT,WISCONSIN,55073
MARATHON,2012,36617,REPUBLICAN,WISCONSIN,55073
MARATHON,2016,39013,REPUBLICAN,WISCONSIN,55073
MARATHON,2020,44624,REPUBLICAN,WISCONSIN,55073
MARENGO,0002,4841,DEMOCRAT,ALABAMA,01091
MARENGO,2004,5255,REPUBLICAN,ALABAMA,01091
MARENGO,2008,5926,DEMOCRAT,ALABAMA,01091
MARENGO,2012,6167,DEMOCRAT,ALABAMA,01091
MARENGO,2016,5615,DEMOCRAT,ALABAMA,01091
MARENGO,2020,5488,DEMOCRAT,ALABAMA,01091
MARICOPA,0002,479967,REPUBLICAN,ARIZONA,04013
MARICOPA,2004,679455,REPUBLICAN,ARIZONA,04013
MARICOPA,2008,746448,REPUBLICAN,ARIZONA,04013
MARICOPA,2012,749885,REPUBLICAN,ARIZONA,04013
MARICOPA,2016,747361,REPUBLICAN,ARIZONA,04013
MARICOPA,2020,978457,DEMOCRAT,ARIZONA,04013
MARIES,0002,2216,REPUBLICAN,MISSOURI,29125
MARIES,2004,2825,REPUBLICAN,MISSOURI,29125
MARIES,2008,2853,REPUBLICAN,MISSOURI,29125
MARIES,2012,3165,REPUBLICAN,MISSOURI,29125
MARIES,2016,3561,REPUBLICAN,MISSOURI,29125
MARIES,2020,3892,REPUBLICAN,MISSOURI,29125
MARIN,0002,79135,DEMOCRAT,CALIFORNIA,06041
MARIN,2004,99070,DEMOCRAT,CALIFORNIA,06041
MARIN,2008,109320,DEMOCRAT,CALIFORNIA,06041
MARIN,2012,99896,DEMOCRAT,CALIFORNIA,06041
MARIN,2016,108707,DEMOCRAT,CALIFORNIA,06041
MARIN,2020,128288,DEMOCRAT,CALIFORNIA,06041
MARINETTE,2000,10535,REPUBLICAN,WISCONSIN,55075
MARINETTE,2004,11866,REPUBLICAN,WISCONSIN,55075
MARINETTE,2008,11195,DEMOCRAT,WISCONSIN,55075
MARINETTE,2012,10619,REPUBLICAN,WISCONSIN,55075
MARINETTE,2016,12995,REPUBLICAN,WISCONSIN,55075
MARINETTE,2020,15304,REPUBLICAN,WISCONSIN,55075
MARION,0002,137810,REPUBLICAN,INDIANA,18097
MARION,2000,57443,REPUBLICAN,OREGON,41047
MARION,2004,162249,DEMOCRAT,INDIANA,18097
MARION,2008,241987,DEMOCRAT,INDIANA,18097
MARION,2012,216336,DEMOCRAT,INDIANA,18097
MARION,2016,212899,DEMOCRAT,INDIANA,18097
MARION,2020,247772,DEMOCRAT,INDIANA,18097
MARIPOSA,0002,4727,REPUBLICAN,CALIFORNIA,06043
MARIPOSA,2004,5215,REPUBLICAN,CALIFORNIA,06043
MARIPOSA,2008,5298,REPUBLICAN,CALIFORNIA,06043
MARIPOSA,2012,5140,REPUBLICAN,CALIFORNIA,06043
MARIPOSA,2016,5185,REPUBLICAN,CALIFORNIA,06043
MARIPOSA,2020,5950,REPUBLICAN,CALIFORNIA,06043
MARLBORO,2000,5060,DEMOCRAT,SOUTH CAROLINA,45069
MARLBORO,2004,4984,DEMOCRAT,SOUTH CAROLINA,45069
MARLBORO,2008,6794,DEMOCRAT,SOUTH CAROLINA,45069
MARLBORO,2012,6100,DEMOCRAT,SOUTH CAROLINA,45069
MARLBORO,2016,5954,DEMOCRAT,SOUTH CAROLINA,45069
MARLBORO,2020,3840,DEMOCRAT,SOUTH CAROLINA,45069
MARQUETTE,0002,15503,DEMOCRAT,MICHIGAN,26103
MARQUETTE,2000,3522,REPUBLICAN,WISCONSIN,55077
MARQUETTE,2004,17412,DEMOCRAT,MICHIGAN,26103
MARQUETTE,2008,19635,DEMOCRAT,MICHIGAN,26103
MARQUETTE,2012,18115,DEMOCRAT,MICHIGAN,26103
MARQUETTE,2016,16042,DEMOCRAT,MICHIGAN,26103
MARQUETTE,2020,20465,DEMOCRAT,MICHIGAN,26103
MARSHALL,0002,17084,REPUBLICAN,ALABAMA,01095
MARSHALL,2000,6859,REPUBLICAN,WEST VIRGINIA,54051
MARSHALL,2004,22783,REPUBLICAN,ALABAMA,01095
MARSHALL,2008,25727,REPUBLICAN,ALABAMA,01095
MARSHALL,2012,25867,REPUBLICAN,ALABAMA,01095
MARSHALL,2016,29233,REPUBLICAN,ALABAMA,01095
MARSHALL,2020,33191,REPUBLICAN,ALABAMA,01095
MARTIN,0002,33970,REPUBLICAN,FLORIDA,12085
MARTIN,2000,1520,REPUBLICAN,TEXAS,48317
MARTIN,2004,41362,REPUBLICAN,FLORIDA,12085
MARTIN,2008,44143,REPUBLICAN,FLORIDA,12085
MARTIN,2012,48183,REPUBLICAN,FLORIDA,12085
MARTIN,2016,53204,REPUBLICAN,FLORIDA,12085
MARTIN,2020,61168,REPUBLICAN,FLORIDA,12085
MARTINSVILLE,2000,3048,DEMOCRAT,VIRGINIA,51690
MARTINSVILLE,2004,3036,DEMOCRAT,VIRGINIA,51690
MARTINSVILLE,2008,4139,DEMOCRAT,VIRGINIA,51690
MARTINSVILLE,2012,3855,DEMOCRAT,VIRGINIA,51690
MARTINSVILLE,2016,3533,DEMOCRAT,VIRGINIA,51690
MARTINSVILLE CITY,2020,2624,DEMOCRAT,VIRGINIA,51690
MASON,0002,7066,REPUBLICAN,MICHIGAN,26105
MASON,2000,10876,DEMOCRAT,WASHINGTON,53045
MASON,2004,12894,DEMOCRAT,WASHINGTON,53045
MASON,2008,15050,DEMOCRAT,WASHINGTON,53045
MASON,2012,14764,DEMOCRAT,WASHINGTON,53045
MASON,2016,13677,REPUBLICAN,WASHINGTON,53045
MASON,2020,18710,REPUBLICAN,WASHINGTON,53045
MASSAC,0002,3676,REPUBLICAN,ILLINOIS,17127
MASSAC,2004,4578,REPUBLICAN,ILLINOIS,17127
MASSAC,2008,4371,REPUBLICAN,ILLINOIS,17127
MASSAC,2012,4278,REPUBLICAN,ILLINOIS,17127
MASSAC,2016,4846,REPUBLICAN,ILLINOIS,17127
MASSAC,2020,4997,REPUBLICAN,ILLINOIS,17127
MATAGORDA,2000,7584,REPUBLICAN,TEXAS,48321
MATAGORDA,2004,8119,REPUBLICAN,TEXAS,48321
MATAGORDA,2008,7835,REPUBLICAN,TEXAS,48321
MATAGORDA,2012,8040,REPUBLICAN,TEXAS,48321
MATAGORDA,2016,8366,REPUBLICAN,TEXAS,48321
MATAGORDA,2020,9845,REPUBLICAN,TEXAS,48321
MATHEWS,2000,2951,REPUBLICAN,VIRGINIA,51115
MATHEWS,2004,3497,REPUBLICAN,VIRGINIA,51115
MATHEWS,2008,3456,REPUBLICAN,VIRGINIA,51115
MATHEWS,2012,3488,REPUBLICAN,VIRGINIA,51115
MATHEWS,2016,3517,REPUBLICAN,VIRGINIA,51115
MATHEWS,2020,2619,REPUBLICAN,VIRGINIA,51115
MAUI,0002,23484,DEMOCRAT,HAWAII,15009
MAUI,2004,28803,DEMOCRAT,HAWAII,15009
MAUI,2008,39727,DEMOCRAT,HAWAII,15009
MAUI,2012,36052,DEMOCRAT,HAWAII,15009
MAUI,2016,33480,DEMOCRAT,HAWAII,15009
MAUI,2020,47305,DEMOCRAT,HAWAII,15009
MAURY,2000,11930,REPUBLICAN,TENNESSEE,47119
MAURY,2004,17495,REPUBLICAN,TENNESSEE,47119
MAURY,2008,20288,REPUBLICAN,TENNESSEE,47119
MAURY,2012,20708,REPUBLICAN,TENNESSEE,47119
MAURY,2016,23799,REPUBLICAN,TENNESSEE,47119
MAURY,2020,31464,REPUBLICAN,TENNESSEE,47119
MAVERICK,2000,5995,DEMOCRAT,TEXAS,48323
MAVERICK,2004,5948,DEMOCRAT,TEXAS,48323
MAVERICK,2008,8554,DEMOCRAT,TEXAS,48323
MAVERICK,2012,8303,DEMOCRAT,TEXAS,48323
MAVERICK,2016,10397,DEMOCRAT,TEXAS,48323
MAVERICK,2020,8332,DEMOCRAT,TEXAS,48323
MAYES,2000,7132,REPUBLICAN,OKLAHOMA,40097
MAYES,2004,9946,REPUBLICAN,OKLAHOMA,40097
MAYES,2008,10234,REPUBLICAN,OKLAHOMA,40097
MAYES,2012,9637,REPUBLICAN,OKLAHOMA,40097
MAYES,2016,11555,REPUBLICAN,OKLAHOMA,40097
MAYES,2020,10899,REPUBLICAN,OKLAHOMA,40097
MCCLAIN,2000,6750,REPUBLICAN,OKLAHOMA,40087
MCCLAIN,2004,10041,REPUBLICAN,OKLAHOMA,40087
MCCLAIN,2008,11193,REPUBLICAN,OKLAHOMA,40087
MCCLAIN,2012,11112,REPUBLICAN,OKLAHOMA,40087
MCCLAIN,2016,13169,REPUBLICAN,OKLAHOMA,40087
MCCLAIN,2020,12641,REPUBLICAN,OKLAHOMA,40087
MCCONE,0002,827,REPUBLICAN,MONTANA,30055
MCCONE,2004,791,REPUBLICAN,MONTANA,30055
MCCONE,2008,726,REPUBLICAN,MONTANA,30055
MCCONE,2012,745,REPUBLICAN,MONTANA,30055
MCCONE,2016,862,REPUBLICAN,MONTANA,30055
MCCONE,2020,956,REPUBLICAN,MONTANA,30055
MCCOOK,2000,1610,REPUBLICAN,SOUTH DAKOTA,46087
MCCOOK,2004,2017,REPUBLICAN,SOUTH DAKOTA,46087
MCCOOK,2008,1646,REPUBLICAN,SOUTH DAKOTA,46087
MCCOOK,2012,1655,REPUBLICAN,SOUTH DAKOTA,46087
MCCOOK,2016,1794,REPUBLICAN,SOUTH DAKOTA,46087
MCCOOK,2020,2068,REPUBLICAN,SOUTH DAKOTA,46087
MCCORMICK,2000,1896,DEMOCRAT,SOUTH CAROLINA,45065
MCCORMICK,2004,2648,DEMOCRAT,SOUTH CAROLINA,45065
MCCORMICK,2008,2755,DEMOCRAT,SOUTH CAROLINA,45065
MCCORMICK,2012,2653,DEMOCRAT,SOUTH CAROLINA,45065
MCCORMICK,2016,2652,REPUBLICAN,SOUTH CAROLINA,45065
MCCORMICK,2020,1509,REPUBLICAN,SOUTH CAROLINA,45065
MCCRACKEN,0002,14745,REPUBLICAN,KENTUCKY,21145
MCCRACKEN,2004,18218,REPUBLICAN,KENTUCKY,21145
MCCRACKEN,2008,19043,REPUBLICAN,KENTUCKY,21145
MCCRACKEN,2012,19979,REPUBLICAN,KENTUCKY,21145
MCCRACKEN,2016,20774,REPUBLICAN,KENTUCKY,21145
MCCRACKEN,2020,21820,REPUBLICAN,KENTUCKY,21145
MCCREARY,0002,3321,REPUBLICAN,KENTUCKY,21147
MCCREARY,2004,4121,REPUBLICAN,KENTUCKY,21147
MCCREARY,2008,4078,REPUBLICAN,KENTUCKY,21147
MCCREARY,2012,4564,REPUBLICAN,KENTUCKY,21147
MCCREARY,2016,5012,REPUBLICAN,KENTUCKY,21147
MCCREARY,2020,5664,REPUBLICAN,KENTUCKY,21147
MCCULLOCH,2000,2084,REPUBLICAN,TEXAS,48307
MCCULLOCH,2004,2465,REPUBLICAN,TEXAS,48307
MCCULLOCH,2008,2263,REPUBLICAN,TEXAS,48307
MCCULLOCH,2012,2419,REPUBLICAN,TEXAS,48307
MCCULLOCH,2016,2552,REPUBLICAN,TEXAS,48307
MCCULLOCH,2020,2904,REPUBLICAN,TEXAS,48307
MCCURTAIN,2000,6601,REPUBLICAN,OKLAHOMA,40089
MCCURTAIN,2004,7472,REPUBLICAN,OKLAHOMA,40089
MCCURTAIN,2008,7745,REPUBLICAN,OKLAHOMA,40089
MCCURTAIN,2012,7635,REPUBLICAN,OKLAHOMA,40089
MCCURTAIN,2016,8656,REPUBLICAN,OKLAHOMA,40089
MCCURTAIN,2020,7969,REPUBLICAN,OKLAHOMA,40089
MCDONALD,0002,4460,REPUBLICAN,MISSOURI,29119
MCDONALD,2004,5443,REPUBLICAN,MISSOURI,29119
MCDONALD,2008,5499,REPUBLICAN,MISSOURI,29119
MCDONALD,2012,5694,REPUBLICAN,MISSOURI,29119
MCDONALD,2016,6599,REPUBLICAN,MISSOURI,29119
MCDONALD,2020,7465,REPUBLICAN,MISSOURI,29119
MCDONOUGH,0002,6465,REPUBLICAN,ILLINOIS,17109
MCDONOUGH,2004,7656,REPUBLICAN,ILLINOIS,17109
MCDONOUGH,2008,6783,DEMOCRAT,ILLINOIS,17109
MCDONOUGH,2012,6147,REPUBLICAN,ILLINOIS,17109
MCDONOUGH,2016,6795,REPUBLICAN,ILLINOIS,17109
MCDONOUGH,2020,7027,REPUBLICAN,ILLINOIS,17109
MCDOWELL,0002,9109,REPUBLICAN,NORTH CAROLINA,37111
MCDOWELL,2000,4845,DEMOCRAT,WEST VIRGINIA,54047
MCDOWELL,2004,10590,REPUBLICAN,NORTH CAROLINA,37111
MCDOWELL,2008,11534,REPUBLICAN,NORTH CAROLINA,37111
MCDOWELL,2012,11775,REPUBLICAN,NORTH CAROLINA,37111
MCDOWELL,2016,14568,REPUBLICAN,NORTH CAROLINA,37111
MCDOWELL,2020,11056,REPUBLICAN,NORTH CAROLINA,37111
MCDUFFIE,0002,3926,REPUBLICAN,GEORGIA,13189
MCDUFFIE,2004,4846,REPUBLICAN,GEORGIA,13189
MCDUFFIE,2008,5400,REPUBLICAN,GEORGIA,13189
MCDUFFIE,2012,5475,REPUBLICAN,GEORGIA,13189
MCDUFFIE,2016,5432,REPUBLICAN,GEORGIA,13189
MCDUFFIE,2020,4445,REPUBLICAN,GEORGIA,13189
MCHENRY,0002,62112,REPUBLICAN,ILLINOIS,17111
MCHENRY,2004,76412,REPUBLICAN,ILLINOIS,17111
MCHENRY,2008,72288,DEMOCRAT,ILLINOIS,17111
MCHENRY,2012,71598,REPUBLICAN,ILLINOIS,17111
MCHENRY,2016,71612,REPUBLICAN,ILLINOIS,17111
MCHENRY,2020,82260,REPUBLICAN,ILLINOIS,17111
MCINTOSH,0002,2047,DEMOCRAT,GEORGIA,13191
MCINTOSH,2000,4206,DEMOCRAT,OKLAHOMA,40091
MCINTOSH,2004,4692,REPUBLICAN,OKLAHOMA,40091
MCINTOSH,2008,4903,REPUBLICAN,OKLAHOMA,40091
MCINTOSH,2012,4509,REPUBLICAN,OKLAHOMA,40091
MCINTOSH,2016,5505,REPUBLICAN,OKLAHOMA,40091
MCINTOSH,2020,4938,REPUBLICAN,OKLAHOMA,40091
MCKEAN,2000,9661,REPUBLICAN,PENNSYLVANIA,42083
MCKEAN,2004,10941,REPUBLICAN,PENNSYLVANIA,42083
MCKEAN,2008,9224,REPUBLICAN,PENNSYLVANIA,42083
MCKEAN,2012,9545,REPUBLICAN,PENNSYLVANIA,42083
MCKEAN,2016,11635,REPUBLICAN,PENNSYLVANIA,42083
MCKEAN,2020,14083,REPUBLICAN,PENNSYLVANIA,42083
MCKENZIE,0002,1634,REPUBLICAN,NORTH DAKOTA,38053
MCKENZIE,2004,1897,REPUBLICAN,NORTH DAKOTA,38053
MCKENZIE,2008,1740,REPUBLICAN,NORTH DAKOTA,38053
MCKENZIE,2012,2458,REPUBLICAN,NORTH DAKOTA,38053
MCKENZIE,2016,3670,REPUBLICAN,NORTH DAKOTA,38053
MCKENZIE,2020,4482,REPUBLICAN,NORTH DAKOTA,38053
MCKINLEY,0002,10281,DEMOCRAT,NEW MEXICO,35031
MCKINLEY,2004,13051,DEMOCRAT,NEW MEXICO,35031
MCKINLEY,2008,16572,DEMOCRAT,NEW MEXICO,35031
MCKINLEY,2012,15841,DEMOCRAT,NEW MEXICO,35031
MCKINLEY,2016,13576,DEMOCRAT,NEW MEXICO,35031
MCKINLEY,2020,18029,DEMOCRAT,NEW MEXICO,35031
MCLEAN,0002,34008,REPUBLICAN,ILLINOIS,17113
MCLEAN,2004,41276,REPUBLICAN,ILLINOIS,17113
MCLEAN,2008,37689,DEMOCRAT,ILLINOIS,17113
MCLEAN,2012,39947,REPUBLICAN,ILLINOIS,17113
MCLEAN,2016,37237,REPUBLICAN,ILLINOIS,17113
MCLEAN,2020,43933,DEMOCRAT,ILLINOIS,17113
MCLENNAN,2000,43955,REPUBLICAN,TEXAS,48309
MCLENNAN,2004,52090,REPUBLICAN,TEXAS,48309
MCLENNAN,2008,49044,REPUBLICAN,TEXAS,48309
MCLENNAN,2012,47903,REPUBLICAN,TEXAS,48309
MCLENNAN,2016,48260,REPUBLICAN,TEXAS,48309
MCLENNAN,2020,59543,REPUBLICAN,TEXAS,48309
MCLEOD,0002,8782,REPUBLICAN,MINNESOTA,27085
MCLEOD,2004,11407,REPUBLICAN,MINNESOTA,27085
MCLEOD,2008,10993,REPUBLICAN,MINNESOTA,27085
MCLEOD,2012,11069,REPUBLICAN,MINNESOTA,27085
MCLEOD,2016,12155,REPUBLICAN,MINNESOTA,27085
MCLEOD,2020,13986,REPUBLICAN,MINNESOTA,27085
MCMINN,2000,10155,REPUBLICAN,TENNESSEE,47107
MCMINN,2004,11978,REPUBLICAN,TENNESSEE,47107
MCMINN,2008,12989,REPUBLICAN,TENNESSEE,47107
MCMINN,2012,12967,REPUBLICAN,TENNESSEE,47107
MCMINN,2016,14691,REPUBLICAN,TENNESSEE,47107
MCMINN,2020,18198,REPUBLICAN,TENNESSEE,47107
MCMULLEN,2000,358,REPUBLICAN,TEXAS,48311
MCMULLEN,2004,467,REPUBLICAN,TEXAS,48311
MCMULLEN,2008,400,REPUBLICAN,TEXAS,48311
MCMULLEN,2012,431,REPUBLICAN,TEXAS,48311
MCMULLEN,2016,454,REPUBLICAN,TEXAS,48311
MCMULLEN,2020,460,REPUBLICAN,TEXAS,48311
MCNAIRY,2000,4897,REPUBLICAN,TENNESSEE,47109
MCNAIRY,2004,5787,REPUBLICAN,TENNESSEE,47109
MCNAIRY,2008,7135,REPUBLICAN,TENNESSEE,47109
MCNAIRY,2012,7015,REPUBLICAN,TENNESSEE,47109
MCNAIRY,2016,7841,REPUBLICAN,TENNESSEE,47109
MCNAIRY,2020,9093,REPUBLICAN,TENNESSEE,47109
MCPHERSON,0002,8501,REPUBLICAN,KANSAS,20113
MCPHERSON,2000,1073,REPUBLICAN,SOUTH DAKOTA,46089
MCPHERSON,2004,9595,REPUBLICAN,KANSAS,20113
MCPHERSON,2008,8937,REPUBLICAN,KANSAS,20113
MCPHERSON,2012,8545,REPUBLICAN,KANSAS,20113
MCPHERSON,2016,8549,REPUBLICAN,KANSAS,20113
MCPHERSON,2020,9964,REPUBLICAN,KANSAS,20113
MEADE,0002,5319,REPUBLICAN,KENTUCKY,21163
MEADE,2000,6870,REPUBLICAN,SOUTH DAKOTA,46093
MEADE,2004,8347,REPUBLICAN,SOUTH DAKOTA,46093
MEADE,2008,7515,REPUBLICAN,SOUTH DAKOTA,46093
MEADE,2012,7566,REPUBLICAN,SOUTH DAKOTA,46093
MEADE,2016,8660,REPUBLICAN,KENTUCKY,21163
MEADE,2020,10184,REPUBLICAN,KENTUCKY,21163
MEAGHER,0002,698,REPUBLICAN,MONTANA,30059
MEAGHER,2004,698,REPUBLICAN,MONTANA,30059
MEAGHER,2008,624,REPUBLICAN,MONTANA,30059
MEAGHER,2012,670,REPUBLICAN,MONTANA,30059
MEAGHER,2016,729,REPUBLICAN,MONTANA,30059
MEAGHER,2020,833,REPUBLICAN,MONTANA,30059
MECKLENBURG,0002,134068,REPUBLICAN,NORTH CAROLINA,37119
MECKLENBURG,2000,6600,REPUBLICAN,VIRGINIA,51117
MECKLENBURG,2004,166828,DEMOCRAT,NORTH CAROLINA,37119
MECKLENBURG,2008,253958,DEMOCRAT,NORTH CAROLINA,37119
MECKLENBURG,2012,272262,DEMOCRAT,NORTH CAROLINA,37119
MECKLENBURG,2016,294562,DEMOCRAT,NORTH CAROLINA,37119
MECKLENBURG,2020,239644,DEMOCRAT,NORTH CAROLINA,37119
MECOSTA,0002,8072,REPUBLICAN,MICHIGAN,26107
MECOSTA,2004,9710,REPUBLICAN,MICHIGAN,26107
MECOSTA,2008,9238,REPUBLICAN,MICHIGAN,26107
MECOSTA,2012,9176,REPUBLICAN,MICHIGAN,26107
MECOSTA,2016,10305,REPUBLICAN,MICHIGAN,26107
MECOSTA,2020,13267,REPUBLICAN,MICHIGAN,26107
MEDINA,0002,37349,REPUBLICAN,OHIO,39103
MEDINA,2000,8590,REPUBLICAN,TEXAS,48325
MEDINA,2004,48183,REPUBLICAN,OHIO,39103
MEDINA,2008,48189,REPUBLICAN,OHIO,39103
MEDINA,2012,50418,REPUBLICAN,OHIO,39103
MEDINA,2016,54810,REPUBLICAN,OHIO,39103
MEDINA,2020,64598,REPUBLICAN,OHIO,39103
MEEKER,0002,5520,REPUBLICAN,MINNESOTA,27093
MEEKER,2004,6854,REPUBLICAN,MINNESOTA,27093
MEEKER,2008,6737,REPUBLICAN,MINNESOTA,27093
MEEKER,2012,6913,REPUBLICAN,MINNESOTA,27093
MEEKER,2016,8104,REPUBLICAN,MINNESOTA,27093
MEEKER,2020,9359,REPUBLICAN,MINNESOTA,27093
MEIGS,0002,5750,REPUBLICAN,OHIO,39105
MEIGS,2000,1797,REPUBLICAN,TENNESSEE,47121
MEIGS,2004,6273,REPUBLICAN,OHIO,39105
MEIGS,2008,6015,REPUBLICAN,OHIO,39105
MEIGS,2012,5895,REPUBLICAN,OHIO,39105
MEIGS,2016,7309,REPUBLICAN,OHIO,39105
MEIGS,2020,8316,REPUBLICAN,OHIO,39105
MELLETTE,2000,495,REPUBLICAN,SOUTH DAKOTA,46095
MELLETTE,2004,553,REPUBLICAN,SOUTH DAKOTA,46095
MELLETTE,2008,445,REPUBLICAN,SOUTH DAKOTA,46095
MELLETTE,2012,381,REPUBLICAN,SOUTH DAKOTA,46095
MELLETTE,2016,402,REPUBLICAN,SOUTH DAKOTA,46095
MELLETTE,2020,449,REPUBLICAN,SOUTH DAKOTA,46095
MENARD,0002,3862,REPUBLICAN,ILLINOIS,17129
MENARD,2000,642,REPUBLICAN,TEXAS,48327
MENARD,2004,4408,REPUBLICAN,ILLINOIS,17129
MENARD,2008,3672,REPUBLICAN,ILLINOIS,17129
MENARD,2012,3948,REPUBLICAN,ILLINOIS,17129
MENARD,2016,4231,REPUBLICAN,ILLINOIS,17129
MENARD,2020,4764,REPUBLICAN,ILLINOIS,17129
MENDOCINO,0002,16634,DEMOCRAT,CALIFORNIA,06045
MENDOCINO,2004,24385,DEMOCRAT,CALIFORNIA,06045
MENDOCINO,2008,27843,DEMOCRAT,CALIFORNIA,06045
MENDOCINO,2012,23193,DEMOCRAT,CALIFORNIA,06045
MENDOCINO,2016,22079,DEMOCRAT,CALIFORNIA,06045
MENDOCINO,2020,28782,DEMOCRAT,CALIFORNIA,06045
MENIFEE,0002,1170,REPUBLICAN,KENTUCKY,21165
MENIFEE,2004,1284,DEMOCRAT,KENTUCKY,21165
MENIFEE,2008,1276,DEMOCRAT,KENTUCKY,21165
MENIFEE,2012,1484,REPUBLICAN,KENTUCKY,21165
MENIFEE,2016,2010,REPUBLICAN,KENTUCKY,21165
MENIFEE,2020,2311,REPUBLICAN,KENTUCKY,21165
MENOMINEE,0002,5529,REPUBLICAN,MICHIGAN,26109
MENOMINEE,2000,949,DEMOCRAT,WISCONSIN,55078
MENOMINEE,2004,5942,REPUBLICAN,MICHIGAN,26109
MENOMINEE,2008,5981,DEMOCRAT,MICHIGAN,26109
MENOMINEE,2012,5564,REPUBLICAN,MICHIGAN,26109
MENOMINEE,2016,6702,REPUBLICAN,MICHIGAN,26109
MENOMINEE,2020,8117,REPUBLICAN,MICHIGAN,26109
MERCED,0002,26102,REPUBLICAN,CALIFORNIA,06047
MERCED,2004,32773,REPUBLICAN,CALIFORNIA,06047
MERCED,2008,34031,DEMOCRAT,CALIFORNIA,06047
MERCED,2012,33005,DEMOCRAT,CALIFORNIA,06047
MERCED,2016,37317,DEMOCRAT,CALIFORNIA,06047
MERCED,2020,48991,DEMOCRAT,CALIFORNIA,06047
MERCER,0002,83256,DEMOCRAT,NEW JERSEY,34021
MERCER,2000,23817,DEMOCRAT,PENNSYLVANIA,42085
MERCER,2004,91580,DEMOCRAT,NEW JERSEY,34021
MERCER,2008,107926,DEMOCRAT,NEW JERSEY,34021
MERCER,2012,104377,DEMOCRAT,NEW JERSEY,34021
MERCER,2016,104775,DEMOCRAT,NEW JERSEY,34021
MERCER,2020,122532,DEMOCRAT,NEW JERSEY,34021
MERIWETHER,0002,3441,DEMOCRAT,GEORGIA,13199
MERIWETHER,2004,4402,REPUBLICAN,GEORGIA,13199
MERIWETHER,2008,4982,REPUBLICAN,GEORGIA,13199
MERIWETHER,2012,4856,REPUBLICAN,GEORGIA,13199
MERIWETHER,2016,5222,REPUBLICAN,GEORGIA,13199
MERIWETHER,2020,3312,REPUBLICAN,GEORGIA,13199
MERRICK,0002,2380,REPUBLICAN,NEBRASKA,31121
MERRICK,2004,2771,REPUBLICAN,NEBRASKA,31121
MERRICK,2008,2375,REPUBLICAN,NEBRASKA,31121
MERRICK,2012,2490,REPUBLICAN,NEBRASKA,31121
MERRICK,2016,2926,REPUBLICAN,NEBRASKA,31121
MERRICK,2020,3419,REPUBLICAN,NEBRASKA,31121
MERRIMACK,0002,30622,DEMOCRAT,NEW HAMPSHIRE,33013
MERRIMACK,2004,39975,DEMOCRAT,NEW HAMPSHIRE,33013
MERRIMACK,2008,45078,DEMOCRAT,NEW HAMPSHIRE,33013
MERRIMACK,2012,44756,DEMOCRAT,NEW HAMPSHIRE,33013
MERRIMACK,2016,40198,DEMOCRAT,NEW HAMPSHIRE,33013
MERRIMACK,2020,48533,DEMOCRAT,NEW HAMPSHIRE,33013
MESA,0002,32396,REPUBLICAN,COLORADO,08077
MESA,2004,41539,REPUBLICAN,COLORADO,08077
MESA,2008,44578,REPUBLICAN,COLORADO,08077
MESA,2012,47472,REPUBLICAN,COLORADO,08077
MESA,2016,49779,REPUBLICAN,COLORADO,08077
MESA,2020,56894,REPUBLICAN,COLORADO,08077
METCALFE,0002,2476,REPUBLICAN,KENTUCKY,21169
METCALFE,2004,2645,REPUBLICAN,KENTUCKY,21169
