State;Hectares;Year;Month;GID_0;Country;GID_1;Cropland_BA_hectares;Forest_BA_hectares;Grass_and_Shrubland_BA_hectares;Wetlands_BA_hectares;Settlement_BA_hectares;Other_BA_hectares;combined_BA;burned_area_state_index;Burned_Cropland_index;Burned_Forest_index;Burned_Grass_and_Shrubland_index;Burned_Wetlands_index;Burned_Settlement_index;Burned_Other_index
Kansas;21310000;2009;3;USA;United States;USA.17_1;172;43;7191;0;0;0;7406;0;0;0;0;0;0;0
Kansas;21310000;2009;4;USA;United States;USA.17_1;5087;2597;475490;902;0;43;484119;2;0;0;2;0;0;0
Kansas;21310000;2009;5;USA;United States;USA.17_1;236;0;0;0;0;0;236;0;0;0;0;0;0;0
Kansas;21310000;2009;6;USA;United States;USA.17_1;3027;21;21;21;0;0;3090;0;0;0;0;0;0;0
Kansas;21310000;2009;7;USA;United States;USA.17_1;4551;0;107;0;0;0;4658;0;0;0;0;0;0;0
Kansas;21310000;2009;8;USA;United States;USA.17_1;1696;0;86;0;0;0;1782;0;0;0;0;0;0;0
Kansas;21310000;2009;9;USA;United States;USA.17_1;2554;0;279;0;0;0;2833;0;0;0;0;0;0;0
Kansas;21310000;2009;10;USA;United States;USA.17_1;494;494;1739;43;0;0;2770;0;0;0;0;0;0;0
Kansas;21310000;2009;11;USA;United States;USA.17_1;0;0;21;0;0;0;21;0;0;0;0;0;0;0
Kansas;21310000;2009;12;USA;United States;USA.17_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kansas;21310000;2010;1;USA;United States;USA.17_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kansas;21310000;2010;2;USA;United States;USA.17_1;172;0;0;0;0;0;172;0;0;0;0;0;0;0
Kansas;21310000;2010;3;USA;United States;USA.17_1;1868;43;17666;21;0;0;19598;0;0;0;0;0;0;0
Kansas;21310000;2010;4;USA;United States;USA.17_1;1481;408;192721;172;0;0;194782;1;0;0;1;0;0;0
Kansas;21310000;2010;5;USA;United States;USA.17_1;107;0;215;0;0;0;322;0;0;0;0;0;0;0
Kansas;21310000;2010;6;USA;United States;USA.17_1;1395;0;193;0;0;0;1588;0;0;0;0;0;0;0
Kansas;21310000;2010;7;USA;United States;USA.17_1;8994;0;558;0;0;0;9552;0;0;0;0;0;0;0
Kansas;21310000;2010;8;USA;United States;USA.17_1;1116;0;193;0;0;0;1309;0;0;0;0;0;0;0
Kansas;21310000;2010;9;USA;United States;USA.17_1;9016;0;1138;0;0;0;10154;0;0;0;0;0;0;0
Kansas;21310000;2010;10;USA;United States;USA.17_1;4079;537;2275;43;0;0;6934;0;0;0;0;0;0;0
Kansas;21310000;2010;11;USA;United States;USA.17_1;365;107;1910;0;0;0;2382;0;0;0;0;0;0;0
Kansas;21310000;2010;12;USA;United States;USA.17_1;43;0;64;0;0;0;107;0;0;0;0;0;0;0
Kansas;21310000;2011;1;USA;United States;USA.17_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kansas;21310000;2011;2;USA;United States;USA.17_1;365;0;1653;0;859;0;2877;0;0;0;0;0;0;0
Kansas;21310000;2011;3;USA;United States;USA.17_1;2018;43;31727;0;0;0;33788;0;0;0;0;0;0;0
Kansas;21310000;2011;4;USA;United States;USA.17_1;5946;1674;392418;816;0;0;400854;2;0;0;2;0;0;0
Kansas;21310000;2011;5;USA;United States;USA.17_1;1588;0;3864;0;0;0;5452;0;0;0;0;0;0;0
Kansas;21310000;2011;6;USA;United States;USA.17_1;2683;0;708;0;0;0;3391;0;0;0;0;0;0;0
Kansas;21310000;2011;7;USA;United States;USA.17_1;2469;0;644;0;0;0;3113;0;0;0;0;0;0;0
Kansas;21310000;2011;8;USA;United States;USA.17_1;2662;107;644;172;0;0;3585;0;0;0;0;0;0;0
Kansas;21310000;2011;9;USA;United States;USA.17_1;816;21;1438;0;0;0;2275;0;0;0;0;0;0;0
Kansas;21310000;2011;10;USA;United States;USA.17_1;623;279;3091;21;0;0;4014;0;0;0;0;0;0;0
Kansas;21310000;2011;11;USA;United States;USA.17_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kansas;21310000;2011;12;USA;United States;USA.17_1;2168;21;215;0;21;0;2425;0;0;0;0;0;0;0
Kansas;21310000;2012;1;USA;United States;USA.17_1;21;0;0;0;0;0;21;0;0;0;0;0;0;0
Kansas;21310000;2012;2;USA;United States;USA.17_1;1674;0;2190;0;0;0;3864;0;0;0;0;0;0;0
Kansas;21310000;2012;3;USA;United States;USA.17_1;258;43;5474;21;0;0;5796;0;0;0;0;0;0;0
Kansas;21310000;2012;4;USA;United States;USA.17_1;215;0;2190;0;0;0;2405;0;0;0;0;0;0;0
Kansas;21310000;2012;5;USA;United States;USA.17_1;86;0;43;0;0;0;129;0;0;0;0;0;0;0
Kansas;21310000;2012;6;USA;United States;USA.17_1;10411;0;1266;0;0;0;11677;0;0;0;0;0;0;0
Kansas;21310000;2012;7;USA;United States;USA.17_1;5216;0;2447;0;0;0;7663;0;0;0;0;0;0;0
Kansas;21310000;2012;8;USA;United States;USA.17_1;5259;64;2104;0;0;0;7427;0;0;0;0;0;0;0
Kansas;21310000;2012;9;USA;United States;USA.17_1;1760;0;515;0;0;0;2275;0;0;0;0;0;0;0
Kansas;21310000;2012;10;USA;United States;USA.17_1;1889;386;3735;0;0;0;6010;0;0;0;0;0;0;0
Kansas;21310000;2012;11;USA;United States;USA.17_1;64;0;408;0;0;0;472;0;0;0;0;0;0;0
Kansas;21310000;2012;12;USA;United States;USA.17_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kansas;21310000;2013;1;USA;United States;USA.17_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kansas;21310000;2013;2;USA;United States;USA.17_1;21;0;215;0;0;0;236;0;0;0;0;0;0;0
Kansas;21310000;2013;3;USA;United States;USA.17_1;21;343;451;0;0;0;815;0;0;0;0;0;0;0
Kansas;21310000;2013;4;USA;United States;USA.17_1;0;0;21;0;0;0;21;0;0;0;0;0;0;0
Kansas;21310000;2013;5;USA;United States;USA.17_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kansas;21310000;2013;6;USA;United States;USA.17_1;2984;21;343;0;0;0;3348;0;0;0;0;0;0;0
Kansas;21310000;2013;7;USA;United States;USA.17_1;343;0;301;0;0;0;644;0;0;0;0;0;0;0
Kansas;21310000;2013;8;USA;United States;USA.17_1;23784;21;2039;0;0;0;25844;0;0;0;0;0;0;0
Kansas;21310000;2013;9;USA;United States;USA.17_1;5860;0;193;0;0;0;6053;0;0;0;0;0;0;0
